título,descripción,categoría,subcategoría,edad,edad_min,edad_max,inscripción,requiere_inscripcion,periodicidad,día_días,horario,hora_inicio,hora_fin,fecha,fecha_inicio,fecha_fin,lugar_nombre,lugar_dirección,ciudad,distrito,precio,precio_valor,recomendación,recomendado,url_ampliar_info,tiene_url_info,url_imagen,tiene_url_imagen,url_actividad
"Concierto familiar: ""Loli Pop Rock""",A cargo de la Cía. Tanalborde.,Cultura y Espectáculos,Conciertos. Música,Todos los públicos desde 2 años,2,2,No especificada,,,sábado,a las 12 horas,12:00,,Sábado 10 de mayo de 2025,10/05/2025,10/05/2025,Centro Cultural La Vaguada (Fuencarral - El Pardo),"AVENIDA MONFORTE DE LEMOS, 38 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Cultural-La-Vaguada-Fuencarral-El-Pardo-Mayo-2025/?vgnextfmt=default&vgnextoid=a769475156b4a810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Concierto-familiar-Loli-Pop-Rock-/?vgnextfmt=default&vgnextoid=94b890ec79b45910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller 'Insectos y otros pequeños habitantes de La Cabaña',,Cultura y Espectáculos,Talleres,No especificada,,,No especificada,,,sábado,a las 16:30 horas,16:30,,Sábado 10 de mayo de 2025,10/05/2025,10/05/2025,Aula ambiental La Cabaña del Retiro,"PASEO FERNAN NUÑEZ, 10 MADRID",Madrid,Retiro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-Insectos-y-otros-pequenos-habitantes-de-La-Cabana-/?vgnextfmt=default&vgnextoid=309b71c4216f0810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-Insectos-y-otros-pequenos-habitantes-de-La-Cabana-/?vgnextfmt=default&vgnextoid=d010df9f4b586910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller de teatro infantil,"El Taller de teatro Infantil es una experiencia fascinante diseñada específicamente para niños de 6 a 12 años. Más allá de la simple diversión, este taller ofrece una serie de beneficios significativos para los niños.",Cultura y Espectáculos,Talleres. Teatro Infantil,de 6 a 12 años,6,12,"Inscripciones en el mismo centro cultural, el primer día de taller por orden de llegada.",True,,sábado,de 10:30 a 12:00 horas,10:30,12:00,"Sábados 10, 17, 24 y 31 de mayo, de 10:30 a 12:00 horas.",,,Centro Cultural Carril del Conde (Hortaleza),"CALLE CARRIL DEL CONDE, 57 28043 MADRID",Madrid,Hortaleza,Gratuito,0.0,Recomendado para niñas y niños,True,No disponible,False,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Hortaleza/Actividades%20CC/ficheros/tallerTInf.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-teatro-infantil/?vgnextfmt=default&vgnextoid=eea4daef40686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller de magia infantil,"El Taller de Magia Infantil es una experiencia fascinante diseñada específicamente para niños de 6 a 12 años. Más allá de la simple diversión, este taller ofrece una serie de beneficios significativos para los niños.",Cultura y Espectáculos,Magia. Talleres,de 6 a 12 años,6,12,No especificada,,,sábado,de 10:30 a 12:00 horas,10:30,12:00,"Sábados 10, 17, 24 y 31 de mayo, de 10:30 a 12:00 horas.",,,Centro Cultural Hortaleza,"CALLE SANTA VIRGILIA, 15 28033 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,No disponible,False,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Hortaleza/Actividades%20CC/Eventos/ficheros/magia.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-de-magia-infantil/?vgnextfmt=default&vgnextoid=e05e6a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Mi mundo,Iberoamericana de teatro en movimiento.,Cultura y Espectáculos,Teatro Infantil,No especificada,,,No especificada,,,sábado,a las 17 horas,17:00,,Sábado 10 de mayo de 2025,10/05/2025,10/05/2025,Parque Alfredo Kraus,"CALLE MAR ADRIATICO, 5 MADRID",Madrid,,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-en-los-parques-del-distrito/?vgnextfmt=default&vgnextoid=c1d315a9e0665910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mi-mundo/?vgnextfmt=default&vgnextoid=3a456a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Triguiñuelas Folk, presenta “El pañuelo de la abuela”.","Espectáculo musical teatralizado de música folk para niños. En las fiestas del pueblo de la abuela, las musiexploradoras se meten en un lío. Para solucionarlo, tienen que lavar el pañuelo de la abuela con el método tradicional, y al hacerlo éste se pierde río abajo. En su búsqueda se encontrarán con diferentes mujeres del pueblo, que sin cesar en sus oficios y sin parar de cantar, les ayudarán.",Cultura y Espectáculos,Música,a partir de 4 años,4,18,No especificada,,,sábado,a las 12 horas,12:00,,Sábado 10 de mayo de 2025,10/05/2025,10/05/2025,Centro Cultural Valdebernardo (Vicálvaro),"BULEVAR INDALECIO PRIETO, 21 MADRID",Madrid,Vicálvaro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Valdebernardo/?vgnextfmt=default&vgnextoid=c96851629d199810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Triguinuelas-Folk-presenta-El-panuelo-de-la-abuela-/?vgnextfmt=default&vgnextoid=8df26a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Salvajes,Director: Claude Barras,No especificada,No especificada,No especificada,,,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Centro Cultural Buero Vallejo (San Blas - Canillejas),"CALLE BOLTAÑA, 27 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Ciclo-Los-sabados-de-cine-Primavera-2025/?vgnextfmt=default&vgnextoid=c0de900069495910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/SanBlas/SanBlasActividadesNuevo/FicherosProgramacion/Salvajes.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Salvajes/?vgnextfmt=default&vgnextoid=912adedac5936910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Aventuras de piratas,Compañía: Producciones Garrote,Cultura y Espectáculos,Teatro Infantil,a partir de 3 años,3,18,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),"AVENIDA SEPTIMA, 11 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/San-Isidro-en-San-Blas-Canillejas/?vgnextfmt=default&vgnextoid=55e5f4ab2e284910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/SanBlas/SanBlasActividadesNuevo/FicherosProgramacion/AventurasPiratas.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Aventuras-de-piratas/?vgnextfmt=default&vgnextoid=3c9744afff756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Orcobblu,Edad recomendada: +5 años,No especificada,No especificada,No especificada,,,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Centro Cultural Meseta de Orcasitas (Usera),"PLAZA ASOCIACION, 1 MADRID",Madrid,Usera,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-del-Centro-Cultural-Meseta-de-Orcasitas/?vgnextfmt=default&vgnextoid=82fe2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/ficheros/1205_Orcobblu.png,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Orcobblu/?vgnextfmt=default&vgnextoid=d6ac03a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Crea tus propios imanes para celebrar el Día Mundial de las aves Migratorias,Horario:﻿ de 10:30 a 12 horas.,No especificada,No especificada,a partir de 4 años,4,18,No especificada,,,domingo,a las 10:30 horas,10:30,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Madrid,Usera,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/MarisStella/ficheros/0512_Crea_Imanes.png,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Crea-tus-propios-imanes-para-celebrar-el-Dia-Mundial-de-las-aves-Migratorias/?vgnextfmt=default&vgnextoid=2473cbdaa1266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Leo y la música,Los domingos del Pozo.,Cultura y Espectáculos,Música,No especificada,,,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas),"AVENIDA GLORIETAS, 19 MADRID",Madrid,Puente de Vallecas,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-El-Pozo-del-Tio-Raimundo/?vgnextfmt=default&vgnextoid=5c0f16c17a87f610VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/PuenteVallecas/Actividades/ficheros/1905VF.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Leo-y-la-musica/?vgnextfmt=default&vgnextoid=84fb1dc120866910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentos con amor por un mundo mejor,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.",Cultura y Espectáculos,Club de lectura. Magia,a partir de 3 años,3,18,No especificada,,,lunes,a las 12 horas,12:00,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Biblioteca Pública Municipal Ángel González (Latina),"CALLE GRANJA DE TORREHERMOSA, 1 MADRID",Madrid,Latina,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-del-5-al-11-de-mayo/?vgnextfmt=default&vgnextoid=6caba32d985f5910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadesDescentralizadas/Bibliotecas/BibliotecasPublicas/Actividades/Actividades_Infantiles_Juveniles/Cuentacuentos/ficheros/250425_CuentosLinterna_260x260.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentos-con-amor-por-un-mundo-mejor/?vgnextfmt=default&vgnextoid=0d40468e9b336910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El dragón Nabú,,No especificada,No especificada,Recomendado para mayores de 4 años,4,18,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Auditorio Joaquín Rosado (Moncloa-Aravaca),"CALLE SANTA POLA, 22 28008 MADRID",Madrid,Moncloa-Aravaca,Gratuito,0.0,Recomendado para niñas y niños,True,No disponible,False,https://www.madrid.es/UnidadesDescentralizadas/DistritoMoncloaAravaca/Actividades/2025/05Mayo2025/Carteleria/ANIMATHOR.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-dragon-Nabu/?vgnextfmt=default&vgnextoid=dc9c2ce8b3086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Teatro Familiar - Texturas,Sin descripción,Cultura y Espectáculos,Teatro Infantil,de 1 a 6 años,1,6,No especificada,,,domingo,a las 18 horas,18:00,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Centro Cultural Galileo (Chamberí),"CALLE GALILEO, 39 MADRID",Madrid,Chamberí,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Programacion-Cultural-Chamberi/?vgnextfmt=default&vgnextoid=5ea6daba65bc4910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadesDescentralizadas/DistritoChamberi/Actividades/ficheros/cuadrado345.JPG,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Teatro-Familiar-Texturas/?vgnextfmt=default&vgnextoid=8e29fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Espectáculo con magia, malabares y clown: ""Emi Mc-Clown, el payaso más mago y el mago más payaso""",¿Has conocido alguna vez al Payaso más Mago y al Mago más Payaso? ¡Pues Emi Mc-clown lo es!,Cultura y Espectáculos,Circo. Magia,desde 5 años,5,5,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),"CALLE MIRA EL RIO, 4 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Alfonso-XII-Fuencarral-El-Pardo-Mayo-2025/?vgnextfmt=default&vgnextoid=4f88d17704a1c810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Espectaculo-con-magia-malabares-y-clown-Emi-Mc-Clown-el-payaso-mas-mago-y-el-mago-mas-payaso-/?vgnextfmt=default&vgnextoid=ec7e3af1ecc66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Talleres Infantiles,Para menores de 6 a 8 años. Máximo 20 plazas.,Cultura y Espectáculos,Talleres,de 6 a 8 años,6,8,No especificada,,,domingo,De 11 a 12 h,,,Del domingo 11 de mayo de 2025 al domingo 18 de mayo de 2025,11/05/2025,18/05/2025,Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo),"Carretera M-607 Km 13 L-10, null MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-de-Interpretacion-de-la-Naturaleza-de-Montecarmelo-Mayo-2025/?vgnextfmt=default&vgnextoid=8265f1527cd5a810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Talleres-Infantiles/?vgnextfmt=default&vgnextoid=7ad352544dd2f810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La troupe del circo,Calle abierta infantil.,Cultura y Espectáculos,Circo,No especificada,,,No especificada,,,domingo,a las 12:30 horas,12:30,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Sin lugar,Sin dirección,Madrid,,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Calle-abierta-infantil/?vgnextfmt=default&vgnextoid=6ef0157f943cf810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/PuenteVallecas/Actividades/ficheros/1905Caperucita.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-troupe-del-circo/?vgnextfmt=default&vgnextoid=b09d02ca7c186910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Mestre Fufo,"Un mozo de cuerda, de los que ayudaban a los viajeros con el equipaje en el pasado siglo, va a entregar un baúl dirigido a un tal Mestre Fufo (afamado payaso de la época). Pero éste no está... En su lugar aparece un misterioso pianista que abrirá la puerta a la incertidumbre, al cruce de caminos, a la oportunidad de convertirlo todo en otra cosa.",Cultura y Espectáculos,Circo,a partir de 3 años,3,18,No especificada,,,domingo,a las 12:30 horas,12:30,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Centro Cultural Fernando Lázaro Carreter (Carabanchel),"CALLE VERDAD, 29 MADRID",Madrid,Carabanchel,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Fernando-Lazaro-Carreter/?vgnextfmt=default&vgnextoid=25bff36edd371910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Carabanchel/ficheros/Mestrefufo.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Mestre-Fufo/?vgnextfmt=default&vgnextoid=ced9d865b7c66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Juego de pistas 'Los animales del bosque',"Dinámicas participativas para grupos familiares, que incluyen recorridos por el Parque y talleres creativos.",Aire Libre. Cultura y Espectáculos,Actividades con animales. Parques y jardines. Talleres,de 4 a 7 años,4,7,Más información en el apartado inscripción.. Se requiere reserva previa. Más información en el apartado inscripción.,True,,domingo,a las 11 horas,11:00,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Aula ambiental La Cabaña del Retiro,"PASEO FERNAN NUÑEZ, 10 28009 MADRID",Madrid,Retiro,Gratuito,0.0,Recomendado para niñas y niños,True,No disponible,False,https://www.madrid.es/UnidadesDescentralizadas/DistritoRetiro/FICHEROS/ardilla.png,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Juego-de-pistas-Los-animales-del-bosque-/?vgnextfmt=default&vgnextoid=ef9951d1bf586910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El dragón Nabú,Animathor.,No especificada,No especificada,a partir de 3 años,3,18,No especificada,,,domingo,a las 18 horas,18:00,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Centro Cultural Carril del Conde (Hortaleza),"CALLE CARRIL DEL CONDE, 57 MADRID",Madrid,Hortaleza,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Carril-del-Conde/?vgnextfmt=default&vgnextoid=4dc76ed8d8a75610VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Hortaleza/Actividades%20CC/Eventos/ficheros/nabu.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-dragon-Nabu/?vgnextfmt=default&vgnextoid=3de1234abc586910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Desmontando la zarzuela,Diverlírica.,No especificada,No especificada,a partir de 3 años,3,18,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 11 de mayo de 2025,11/05/2025,11/05/2025,Centro Cultural Hortaleza,"CALLE SANTA VIRGILIA, 15 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Hortaleza/?vgnextfmt=default&vgnextoid=11a2acd787eb1610VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Desmontando-la-zarzuela/?vgnextfmt=default&vgnextoid=c2a094b983686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
